id_hidden,importance_rank_hidden,mineraloccurrencedbk_hidden,inspireid,name,country,Tipo de presencia,deposit_group,deposit_type,inspire_commodity,crm_2023,element,commodity_importance,commodity_group,mine_status,mining_activity_types,has_oremeasures,endownment,reserves,resources,unfc,totalproduction,original_geometry_type,longitude,latitude,srid,valid_geometry,crm_2023_importance
90340133667,2,903401131472,884166,Mina San Agustín (Pozo 15 de marzo),Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-3.733493,38.275271,4326,true,antimony - small deposit
90340133199,2,903401131079,879012,,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-5.409445,38.314623,4326,true,antimony - small deposit
90340129205,2,903401128356,466011,,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-1.176961,41.09089,4326,true,antimony - small deposit
90340132735,2,903401130774,863028,,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-3.462274,38.483681,4326,true,antimony - small deposit
90340132734,2,903401130773,863027,Arroyo de las Cañas,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-3.467322,38.480597,4326,true,antimony - small deposit
90340132733,2,903401130772,863026,Arroyo de Naverredonda,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-3.457841,38.482509,4326,true,antimony - small deposit
90340132732,2,903401130771,863025,Colmenar del Cura,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-3.457841,38.482509,4326,true,antimony - small deposit
90340132722,2,903401130762,863016,Madre Dolores,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-3.364593,38.36583,4326,true,antimony - small deposit
90340132703,2,903401130746,862031,Sierra Sta maría Caserío de Curriple,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-3.533051,38.475964,4326,true,antimony - small deposit
90340132702,2,903401130745,862030,Ruimula,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-3.611841,38.486214,4326,true,antimony - small deposit
90340129529,2,903401128587,492002,,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-0.902705,40.949453,4326,true,antimony - small deposit
90340132269,2,903401130508,857008,EL MEMBRILLEJO,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-5.475976,38.348387,4326,true,antimony - small deposit
90340132067,2,903401130368,838006,Camino de Torre de Juan Abad,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-3.328936,38.616454,4326,true,antimony - small deposit
90340132063,2,903401130365,838003,Las  Minillas,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-3.454849,38.61597,4326,true,antimony - small deposit
90340132061,2,903401130364,838002,San Cristóbal,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-3.380768,38.63251,4326,true,antimony - small deposit
90340132060,2,903401130363,838001,Bilbao,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-3.443098,38.659476,4326,true,antimony - small deposit
90340132035,2,903401130347,836095,,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-3.933125,38.506175,4326,true,antimony - small deposit
90340131947,2,903401130278,836025,SAN GABRIEL,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.084555,39.455538,4326,true,antimony - small deposit
90340131900,2,903401130246,835145,,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.192879,38.575011,4326,true,antimony - small deposit
90340131663,2,903401130053,833003,La Balanzona,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.888345,38.655733,4326,true,antimony - small deposit
90340131554,2,903401129980,808012,Navalpozo,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.633883,38.766921,4326,true,antimony - small deposit
90340131464,2,903401129930,807003,Los Accesos Este,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.958833,38.675975,4326,true,antimony - small deposit
90340131463,2,903401129929,807002,Mina de Los Accesos,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.962595,38.6803,4326,true,antimony - small deposit
90340129910,2,903401128888,530005,,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.961257,40.526434,4326,true,antimony - small deposit
90340136003,2,903401133076,959017,Mina de Nerón,Spain,Depósito mineral,,,antimony,antimony,Sb,small deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-7.05265,37.660988,4326,true,antimony - small deposit
90340139182,3,903401126475,121006,FONTAO FILONES,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,medium sized deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.230009,42.755077,4326,true,tantalum - medium sized deposit
90340132395,3,903401130565,859005,Los Rubiales (pozo Santa Ana),Spain,Depósito mineral,,,bismuth,bismuth,Bi,medium sized deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.673454,38.484179,4326,true,bismuth - medium sized deposit
90340132417,3,903401130582,859022,"La Ruda, ¿Rafaelita?",Spain,Depósito mineral,,,bismuth,bismuth,Bi,medium sized deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.532603,38.447483,4326,true,bismuth - medium sized deposit
90340138267,3,903401134665,1045038,"MINAS UNO DE MAYO, SAN CLAUDIO y otras",Spain,Depósito mineral,,,antimony,antimony,Sb,medium sized deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-2.396908,36.963472,4326,true,antimony - medium sized deposit
90340139180,4,903401126472,121003,FONTAO,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,large deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.227564,42.755151,4326,true,tantalum - large deposit
90340139179,4,903401126464,120001,SAN FINX,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,large deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.824891,42.751501,4326,true,tantalum - large deposit
90340127673,4,903401127276,228005,PENOUTA Olga,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,large deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-7.019132,42.184804,4326,true,tantalum - large deposit
90340129130,4,903401128295,451003,Mina Bellita y Mina Tita (Grupo minero Bellita).,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,large deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-5.925282,41.00732,4326,true,tantalum - large deposit
90340139178,4,903401125433,69001,GRUPO MINERO SANTA COMBA FILONES,Spain,Depósito mineral,,,tantalum,Tantalio,Ta,large deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.818989,43.098189,4326,true,tantalum - large deposit
90340129588,4,903401128638,500010,"Mina ""Inesperada"" (Grupo Minero ""Aurora"")",Spain,Depósito mineral,,,lithium,lithium,Li,large deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-6.73638,40.687531,4326,true,lithium - large deposit
90340129016,4,903401128211,448009,MINA FELI O ALABANCOS,Spain,Depósito mineral,,,lithium,lithium,Li,large deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-6.886493,41.028612,4326,true,lithium - large deposit
90340132403,4,903401130570,859010,"Mina Angelita, mina de El Guita, mina Felicidad",Spain,Depósito mineral,,,bismuth,bismuth,Bi,large deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.658194,38.484657,4326,true,bismuth - large deposit
90340132424,4,903401130587,860003,San Sixto o María del Carmen,Spain,Depósito mineral,,,bismuth,bismuth,Bi,large deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.502275,38.426104,4326,true,bismuth - large deposit
90340134777,4,903401132268,918016,Mina Sultana,Spain,Depósito mineral,,,bismuth,bismuth,Bi,large deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-6.279045,37.965994,4326,true,bismuth - large deposit
90340133333,4,903401131178,881017,La Espuela de San Miguel,Spain,Depósito mineral,,,bismuth,bismuth,Bi,large deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-4.688829,38.247742,4326,true,bismuth - large deposit
90340127804,4,903401127373,261026,Galineiro,Spain,Depósito mineral,,,beryllium,beryllium,Be,large deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-8.700663,42.135484,4326,true,beryllium - large deposit
90340137938,4,903401134450,1042002,MINA LA NENA,Spain,Depósito mineral,,,antimony,antimony,Sb,large deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-3.365289,36.974813,4326,true,antimony - large deposit
90340127739,4,903401127341,239001,Santa Rufina,Spain,Depósito mineral,,,antimony,antimony,Sb,large deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-3.343313,42.261857,4326,true,antimony - large deposit
90340132730,4,903401130769,863023,Nazarena (Minas Loulik y Santa Ana),Spain,Depósito mineral,,,antimony,antimony,Sb,large deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-3.494281,38.441049,4326,true,antimony - large deposit
90340125479,4,903401125655,79004,MINA ESCARLATI,Spain,Depósito mineral,,,antimony,antimony,Sb,large deposit,special and rare metals,no mine,,no,,,,,,ST_Point,-5.234358,43.07252,4326,true,antimony - large deposit
